t_sec,period,x_bin,y_bin,N,U,L,resolved,loss_rate,wilson_95_low,wilson_95_high
90,pre,"[4,8)",>=2,340,1,6,339,0.0176991150442477876106194690265486725663716814159292035398230,0.0081362727244040243705945588081865323802954496140308169410402,0.0380700958845313330871414979957110920881443878543139970083284
90,pre,"[8,infinity)",<-2,337,4,43,333,0.129129129129129129129129129129129129129129129129129129129129,0.0972981222366866843552068324803170577682348144631494624320850,0.169419220501453253291516695657426064962875807394114137198741
90,pre,"[8,infinity)","[-2,0)",348,3,3,345,0.00869565217391304347826086956521739130434782608695652173913043,0.0029616265618278636602147622886348683783829967469202290569153,0.0252502117155503804831078778013970854931053616607436605372667
90,pre,"[8,infinity)","[0,2)",469,4,9,465,0.0193548387096774193548387096774193548387096774193548387096774,0.0102153981854683148978191908096896686892692262900723541086800,0.0363706244662683622287341681224372226623645651664069453778766
90,pre,"[8,infinity)",>=2,593,3,4,590,0.00677966101694915254237288135593220338983050847457627118644068,0.00263954402998449277017232846922309709318283519152622346875883,0.0173008940192719548614619661803248673295308635325400118512218
90,post,"[0,1)",<-2,16,0,14,16,0.875,0.639771727342413101297977858259536665947706266129939153378935,0.965022512256759535404179869004088433216655002786901548864277
90,post,"[0,1)","[-2,0)",76,0,38,76,0.5,0.390325954454646246530998814388685113553749060264040021480018,0.609674045545353753469001185611314886446250939735959978519978
90,post,"[0,1)","[0,2)",69,0,20,69,0.289855072463768115942028985507246376811594202898550724637681,0.196160579792600387816330185703668484948431826828543678620648,0.405714499736131495348953113577270468101044935387401762936422
90,post,"[0,1)",>=2,16,0,1,16,0.0625,0.011119344764642533342375492137967463627461582798491024199936,0.283287375702989390505107159387803254014116936798528156516316
90,post,"[1,2)",<-2,13,0,10,13,0.769230769230769230769230769230769230769230769230769230769231,0.497436240532724970190122142392794214495397001686266213642814,0.918204712815014368263420911715760357436671288304450763992156
90,post,"[1,2)","[-2,0)",40,0,12,40,0.3,0.180748452297465282781279764787356588634385702343121799958002,0.454300188181449371072963710093583732923693632745401331876450
90,post,"[1,2)","[0,2)",58,0,7,58,0.120689655172413793103448275862068965517241379310344827586207,0.0597096604824071899231382058144125037866600804942309605221822,0.228793540459608811190259593308196277312390011438049415885586
90,post,"[1,2)",>=2,9,0,0,9,0,0,0.299145048419544047401396624497912492455149790579105641605840
90,post,"[2,4)",<-2,17,0,9,17,0.529411764705882352941176470588235294117647058823529411764706,0.309632350600044289182006692510685505232355820450985312305454,0.738348935575905604715484087360874337364762303939541824815352
90,post,"[2,4)","[-2,0)",47,0,8,47,0.170212765957446808510638297872340425531914893617021276595745,0.088863638764902597206840564486188439253199895692191519316620,0.301397759726243901098684052917971936421589215456729034637662
90,post,"[2,4)","[0,2)",83,0,5,83,0.0602409638554216867469879518072289156626506024096385542168675,0.0260034010418820116848633088524528830570468010362175828870383,0.133384280932384137046486846646887695429562085830572167679388
90,post,"[2,4)",>=2,20,0,1,20,0.05,0.008881448800795391602879473430907108230127032845046417582298,0.236131193446742027595051195081921842949898211188338729890754
90,post,"[4,8)",<-2,21,0,9,21,0.428571428571428571428571428571428571428571428571428571428571,0.244699689253759558397263184431028105312862102726361136021683,0.634534456306932863246684950569489999058553392996417371546601
90,post,"[4,8)","[-2,0)",50,0,2,50,0.04,0.0110388843276198101412242794220944253568727878686494104405147,0.134600906875070206606323656281780600019259693946664141743410
90,post,"[4,8)","[0,2)",70,0,0,70,0,0,0.0520230624102669173823786249206967016701131340208818963399166
